,address,beds,bath,area,maintenance,parking,taxes,built,mlsNumber,levels,garage,lotSize,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice,type
1579,"12295 272 St, Maple Ridge, BC",5,3,3625 sqft,,6,"$5,914",1994,R2749388,Residential,Yes,,$434,28/03/2023,"$1,450,000",29/01/2023,"$1,575,000",Single Family Residence
1580,"12339 240 St, Maple Ridge, BC",5,3,2712 sqft,,6,"$5,240",1961,R2880654,Residential,No,,$608,-,Not Sold Yet,07/05/2024,"$1,649,000",Single Family Residence
1581,"21110 River Rd, Maple Ridge, BC",5,2,2429 sqft,,4,"$5,419",1968,R2721037,Residential,No,,$505,19/03/2023,"$1,210,000",05/09/2022,"$1,229,000",Single Family Residence
1582,"404 - 11519 Burnett St, Maple Ridge, BC",3,2,1529 sqft,,2,"$3,225",1995,R2758721,Residential,Yes,,$392,13/03/2023,"$604,000",08/03/2023,"$599,900",Apartment/Condominium
1583,"25518 Bosonworth Ave, Maple Ridge, BC",5,3,3993 sqft,,9,"$6,230",2015,R2894609,Residential,Yes,,$670,-,Not Sold Yet,12/06/2024,"$2,679,000",Single Family Residence
1584,"28 - 23108 Lougheed Highway, Maple Ridge, BC",3,2,1459 sqft,,2,,2023,R2754418,Residential,Yes,,$541,01/03/2023,"$790,000",19/02/2023,"$789,900",Townhouse
1585,"205 - 11665 Haney Bypass, Maple Ridge, BC",3,2,1150 sqft,,2,"$2,539",2007,R2752573,Residential,Yes,,$500,23/02/2023,"$565,000",13/02/2023,"$575,000",Apartment/Condominium
1586,"23848 Zeron Ave, Maple Ridge, BC",5,3,3430 sqft,,4,"$6,240",1997,R2753023,Residential,Yes,,$346,17/02/2023,"$1,150,000",13/02/2023,"$1,189,800",Single Family Residence
1587,"116 - 11935 Burnett St, Maple Ridge, BC",1,1,736 sqft,,1,"$2,036",2010,R2744676,Residential,Yes,,$638,09/02/2023,"$455,000",08/01/2023,"$469,900",Apartment/Condominium
1588,"22035 124 Ave, Maple Ridge, BC",4,3,2569 sqft,,4,"$5,879",1999,R2749651,Residential,Yes,,$467,04/02/2023,"$1,190,000",30/01/2023,"$1,199,900",Single Family Residence
1589,"31 - 11252 Cottonwood Dr, Maple Ridge, BC",3,2,1697 sqft,,2,"$3,364",2019,R2748794,Residential,Yes,,$436,29/01/2023,"$750,000",24/01/2023,"$739,900",Townhouse
1590,"12929 240a St, Maple Ridge, BC",5,3,2835 sqft,,4,"$7,078",2020,R2738431,Residential,Yes,,$471,24/01/2023,"$1,290,000",14/11/2022,"$1,336,000",Single Family Residence
1591,"24395 102 Ave, Maple Ridge, BC",4,3,2271 sqft,,2,"$4,460",2003,R2736841,Residential,Yes,,$407,17/01/2023,"$907,500",06/11/2022,"$924,900",Single Family Residence
