,address,beds,bath,area,maintenance,type,parking,taxes,built,mlsNumber,levels,garage,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice
944,"310 - 32044 Old Yale Rd, Abbotsford, BC",2.0,2.0,1125 sqft,,Apartment/Condominium,1.0,"$1,476",1993.0,R2767557,Residential,Yes,$386,15/04/2023,"$453,000",11/04/2023,"$435,000"
945,"34697 4th Ave, Abbotsford, BC",3.0,1.0,1284 sqft,,Single Family Residence,0.0,"$4,343",1997.0,R2767013,Residential,No,$634,11/04/2023,"$785,000",09/04/2023,"$814,900"
946,"223 - 32445 Simon Ave, Abbotsford, BC",1.0,1.0,741 sqft,,Apartment/Condominium,2.0,"$1,586",2017.0,R2764521,Residential,Yes,$654,07/04/2023,"$483,000",03/04/2023,"$484,900"
947,"34348 Laburnum Ave, Abbotsford, BC",3.0,2.0,1458 sqft,,Single Family Residence,20.0,"$4,530",1973.0,R2764193,Residential,Yes,$788,04/04/2023,"$1,075,000",30/03/2023,"$1,150,000"
948,"34837 1st Ave, Abbotsford, BC",6.0,3.0,2749 sqft,,Single Family Residence,4.0,"$5,326",2007.0,R2761699,Residential,Yes,$463,01/04/2023,"$1,279,000",21/03/2023,"$1,274,900"
949,"101 - 33530 Mayfair Ave, Abbotsford, BC",2.0,2.0,1052 sqft,,Apartment/Condominium,2.0,"$2,077",2018.0,R2739433,Residential,Yes,$454,29/03/2023,"$545,000",17/11/2022,"$478,000"
950,"35 - 2774 Montrose Ave, Abbotsford, BC",3.0,2.0,1305 sqft,,Townhouse,2.0,"$2,500",2024.0,R2763328,Residential,Yes,$555,26/03/2023,"$728,900",25/03/2023,"$724,900"
951,"26 - 30530 Cardinal Ave, Abbotsford, BC",3.0,2.0,1429 sqft,,Townhouse,2.0,,2024.0,R2756766,Residential,Yes,$559,22/03/2023,"$799,900",01/03/2023,"$799,900"
952,"1850 Reeves Pl, Abbotsford, BC",3.0,2.0,1506 sqft,,Single Family Residence,2.0,"$3,368",1980.0,R2740664,Residential,No,$494,20/03/2023,"$740,000",26/11/2022,"$745,000"
953,"36301 Westminster Dr, Abbotsford, BC",4.0,2.0,2349 sqft,,Single Family Residence,5.0,"$4,877",2004.0,R2760290,Residential,Yes,$500,18/03/2023,"$1,185,000",15/03/2023,"$1,175,000"
954,"3146 Babich St, Abbotsford, BC",4.0,2.0,1988 sqft,,Single Family Residence,0.0,"$4,263",1980.0,R2758162,Residential,Yes,$477,14/03/2023,"$965,000",07/03/2023,"$949,000"
955,"31796 Glenwood Ave, Abbotsford, BC",5.0,3.0,3053 sqft,,Single Family Residence,9.0,"$4,307",1978.0,R2743595,Residential,Yes,$393,11/03/2023,"$1,108,000",01/01/2023,"$1,199,900"
956,"205 - 32729 Garibaldi Dr, Abbotsford, BC",2.0,2.0,1286 sqft,,Apartment/Condominium,2.0,"$1,916",2007.0,R2753065,Residential,Yes,$434,07/03/2023,"$549,000",13/02/2023,"$559,000"
957,"2790 Silvertree Crt, Abbotsford, BC",3.0,2.0,1668 sqft,,Single Family Residence,3.0,"$3,626",1982.0,R2755537,Residential,No,$491,04/03/2023,"$808,000",23/02/2023,"$819,500"
958,"110 - 2990 Boulder St, Abbotsford, BC",2.0,2.0,937 sqft,,Apartment/Condominium,1.0,"$1,845",2007.0,R2819215,Residential,Yes,$544,21/10/2023,"$485,000",26/09/2023,"$509,900"
959,"3911 Paradise Pl, Abbotsford, BC",5.0,3.0,3101 sqft,,Single Family Residence,6.0,"$5,704",1998.0,R2752510,Residential,Yes,$411,22/02/2023,"$1,240,000",12/02/2023,"$1,275,000"
