,Unnamed: 0,address,beds,bath,area,maintenance,type,parking,taxes,built,mlsNumber,levels,garage,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice
1248,1248,"36 - 3400 Devonshire Ave, Coquitlam, BC",4.0,3.0,2090 sqft,,Townhouse,2.0,"$3,557",2015.0,R2807107,Residential,Yes,$598,14/09/2023,"$1,250,000",13/08/2023,"$1,249,900"
1249,1249,"33 - 3306 Princeton Ave, Coquitlam, BC",4.0,4.0,2465 sqft,,Townhouse,4.0,"$4,328",2020.0,R2805590,Residential,Yes,$649,13/09/2023,"$1,520,000",08/08/2023,"$1,599,800"
1250,1250,"1254 Gabriola Dr, Coquitlam, BC",4.0,1.0,1785 sqft,,Single Family Residence,4.0,"$4,521",1980.0,R2791999,Residential,Yes,$700,13/09/2023,"$1,250,000",20/06/2023,"$1,250,000"
1251,1251,"204 - 1188 Johnson St, Coquitlam, BC",2.0,1.0,772 sqft,,Apartment/Condominium,1.0,"$1,858",2012.0,R2811717,Residential,Yes,$809,13/09/2023,"$615,000",04/09/2023,"$625,000"
1252,1252,"219 - 750 Dogwood St, Coquitlam, BC",3.0,2.0,931 sqft,,Apartment/Condominium,1.0,,2022.0,R2815321,Residential,Yes,$858,13/09/2023,"$797,000",12/09/2023,"$799,000"
1253,1253,"1038 Alderson Ave, Coquitlam, BC",5.0,0.0,2700 sqft,,Single Family Residence,0.0,"$3,958",1933.0,R2622506,Residential,No,$907,13/09/2023,"$2,350,000",28/09/2021,"$2,450,000"
1254,1254,"127 - 1460 Southview St, Coquitlam, BC",4.0,3.0,1872 sqft,,Townhouse,0.0,"$3,211",2011.0,R2806810,Residential,Yes,$666,12/09/2023,"$1,215,000",13/08/2023,"$1,248,000"
1255,1255,"1571 Parkway Blvd, Coquitlam, BC",6.0,6.0,6363 sqft,,Single Family Residence,6.0,"$7,924",2000.0,R2800082,Residential,Yes,$471,12/09/2023,"$2,938,000",18/07/2023,"$2,999,000"
1256,1256,"9 - 1328 Brunette Ave, Coquitlam, BC",2.0,2.0,1370 sqft,,Townhouse,2.0,"$2,223",1988.0,R2809013,Residential,Yes,$604,12/09/2023,"$809,000",21/08/2023,"$828,000"
1257,1257,"308 - 3098 Guildford Way, Coquitlam, BC",2.0,2.0,1180 sqft,,Apartment/Condominium,1.0,"$1,873",1997.0,R2813715,Residential,Yes,$635,12/09/2023,"$745,000",11/09/2023,"$749,900"
1258,1258,"1776 Charland Ave, Coquitlam, BC",3.0,2.0,2191 sqft,,Single Family Residence,4.0,"$4,499",1959.0,R2812648,Residential,Yes,$706,12/09/2023,"$1,660,000",05/09/2023,"$1,548,000"
1259,1259,"220 - 3105 Dayanee Springs Blvd, Coquitlam, BC",3.0,2.0,1416 sqft,,Townhouse,2.0,"$2,813",2010.0,R2811581,Residential,Yes,$775,12/09/2023,"$1,065,000",04/09/2023,"$1,098,000"
1260,1260,"410 - 741 Anskar Crt, Coquitlam, BC",2.0,2.0,809 sqft,,Apartment/Condominium,1.0,,2023.0,R2807903,Residential,Yes,$988,12/09/2023,"$770,000",15/08/2023,"$799,900"
1261,1261,"206 - 1220 Lasalle Pl, Coquitlam, BC",2.0,1.0,957 sqft,,Apartment/Condominium,1.0,"$1,661",1991.0,R2794346,Residential,Yes,$658,11/09/2023,"$615,000",03/07/2023,"$629,999"
1262,1262,"122 - 3525 Chandler St, Coquitlam, BC",3.0,2.0,1592 sqft,,Townhouse,2.0,"$2,993",2017.0,R2812877,Residential,Yes,$626,11/09/2023,"$1,050,000",05/09/2023,"$998,000"
1263,1263,"2230 Brisco Crt, Coquitlam, BC",6.0,4.0,4227 sqft,,Single Family Residence,5.0,"$5,558",1988.0,R2812674,Residential,Yes,$472,11/09/2023,"$1,955,000",05/09/2023,"$1,998,800"
1264,1264,"2704 - 612 Elmwood St, Coquitlam, BC",2.0,2.0,783 sqft,,Apartment/Condominium,1.0,,2027.0,R2801659,Residential,Yes,"$1,178",11/09/2023,"$922,900",20/07/2023,"$922,900"
1265,1265,"506 - 1190 Pipeline Rd, Coquitlam, BC",3.0,2.0,1314 sqft,,Apartment/Condominium,2.0,"$2,236",1994.0,R2809124,Residential,Yes,$599,11/09/2023,"$745,000",22/08/2023,"$788,000"
1266,1266,"609 - 711 Breslay St, Coquitlam, BC",2.0,2.0,803 sqft,,Apartment/Condominium,2.0,"$2,161",2017.0,R2812290,Residential,Yes,$996,11/09/2023,"$795,000",03/09/2023,"$799,900"
1267,1267,"29 - 2979 Panorama Dr, Coquitlam, BC",3.0,2.0,2735 sqft,,Townhouse,4.0,"$3,616",1994.0,R2811038,Residential,Yes,$475,11/09/2023,"$1,368,000",29/08/2023,"$1,299,900"
1268,1268,"3235 Ballenas Crt, Coquitlam, BC",5.0,3.0,2143 sqft,,Single Family Residence,2.0,"$3,685",1981.0,R2812194,Residential,No,$605,11/09/2023,"$1,435,000",04/09/2023,"$1,298,000"
1269,1269,"1533 Bramble Lane, Coquitlam, BC",4.0,2.0,2569 sqft,,Single Family Residence,4.0,"$5,039",1991.0,R2811284,Residential,Yes,$661,11/09/2023,"$1,725,000",31/08/2023,"$1,699,000"
1270,1270,"623 Cypress St, Coquitlam, BC",3.0,2.0,2363 sqft,,Single Family Residence,3.0,"$5,166",1966.0,R2804479,Residential,No,$719,11/09/2023,"$1,680,000",03/08/2023,"$1,699,000"
1271,1271,"504 - 657 Whiting Way, Coquitlam, BC",2.0,2.0,841 sqft,,Apartment/Condominium,1.0,"$2,272",2020.0,R2796698,Residential,Yes,$902,10/09/2023,"$752,000",09/07/2023,"$759,000"
1272,1272,"3509 Sheffield Ave, Coquitlam, BC",6.0,4.0,3683 sqft,,Single Family Residence,4.0,"$5,747",2015.0,R2804827,Residential,Yes,$624,10/09/2023,"$2,200,000",07/08/2023,"$2,299,000"
1273,1273,"64 - 145 King Edward St, Coquitlam, BC",2.0,1.0,973 sqft,,Manufactured Home,3.0,$597,1985.0,R2810166,Residential,No,$380,10/09/2023,"$355,000",31/08/2023,"$370,000"
1274,1274,"1955 Flynn Cres, Coquitlam, BC",4.0,3.0,1766 sqft,,Single Family Residence,2.0,"$3,486",1980.0,R2810404,Residential,Yes,$678,10/09/2023,"$1,199,000",28/08/2023,"$1,199,000"
1275,1275,"3103 - 612 Elmwood St, Coquitlam, BC",0.0,1.0,393 sqft,,Apartment/Condominium,1.0,,2027.0,R2801502,Residential,Yes,"$1,462",10/09/2023,"$574,900",20/07/2023,"$574,900"
1276,1276,"335 Finnigan St, Coquitlam, BC",4.0,2.0,2445 sqft,,Single Family Residence,4.0,"$4,775",1964.0,R2812445,Residential,Yes,$674,10/09/2023,"$1,652,000",05/09/2023,"$1,649,000"
1277,1277,"406 - 808 Gauthier Ave, Coquitlam, BC",1.0,1.0,525 sqft,,Apartment/Condominium,1.0,,2022.0,R2805200,Residential,Yes,$980,10/09/2023,"$500,000",10/08/2023,"$515,000"
1278,1278,"201 - 1428 Parkway Blvd, Coquitlam, BC",1.0,1.0,669 sqft,,Apartment/Condominium,1.0,"$1,557",1998.0,R2812299,Residential,Yes,$799,09/09/2023,"$528,000",04/09/2023,"$535,000"
1279,1279,"1511 - 1178 Heffley Cres, Coquitlam, BC",2.0,2.0,1009 sqft,,Apartment/Condominium,3.0,"$2,082",2008.0,R2812388,Residential,Yes,$818,09/09/2023,"$826,000",05/09/2023,"$826,000"
1280,1280,"335 Marathon Crt, Coquitlam, BC",2.0,1.0,963 sqft,,Townhouse,1.0,"$1,229",1961.0,R2810641,Residential,No,$560,09/09/2023,"$530,000",29/08/2023,"$539,999"
1281,1281,"307 - 735 Anskar Crt, Coquitlam, BC",1.0,1.0,570 sqft,,Apartment/Condominium,1.0,,2022.0,R2809503,Residential,Yes,$982,09/09/2023,"$554,500",23/08/2023,"$559,900"
1282,1282,"3033 Starlight Way, Coquitlam, BC",4.0,3.0,2840 sqft,,Single Family Residence,8.0,"$5,480",1970.0,R2808731,Residential,No,$757,08/09/2023,"$2,080,000",20/08/2023,"$2,150,000"
1283,1283,"585 Appian Way, Coquitlam, BC",4.0,3.0,2635 sqft,,Single Family Residence,5.0,"$5,627",1971.0,R2811816,Residential,Yes,$872,08/09/2023,"$2,275,000",04/09/2023,"$2,299,000"
1284,1284,"910 Robinson St, Coquitlam, BC",5.0,2.0,1948 sqft,,Single Family Residence,4.0,"$5,095",1957.0,R2780290,Residential,No,"$1,020",08/09/2023,"$1,843,000",22/05/2023,"$1,988,000"
1285,1285,"511 - 516 Foster Ave, Coquitlam, BC",3.0,2.0,1203 sqft,,Apartment/Condominium,2.0,"$2,895",2019.0,R2811785,Residential,Yes,$830,07/09/2023,"$993,000",30/08/2023,"$999,000"
1286,1286,"3 - 98 Begin St, Coquitlam, BC",3.0,2.0,1368 sqft,,Townhouse,2.0,"$2,143",1988.0,R2801055,Residential,No,$639,06/09/2023,"$865,000",23/07/2023,"$874,900"
1287,1287,"123 - 741 Anskar Crt, Coquitlam, BC",2.0,2.0,721 sqft,,Apartment/Condominium,1.0,,2023.0,R2812415,Residential,Yes,$970,06/09/2023,"$699,900",04/09/2023,"$699,900"
1288,1288,"3252 Mayne Cres, Coquitlam, BC",4.0,2.0,2017 sqft,,Single Family Residence,4.0,"$3,668",1980.0,R2810849,Residential,Yes,$643,05/09/2023,"$1,260,000",29/08/2023,"$1,298,000"
1289,1289,"231 - 715 Ducklow St, Coquitlam, BC",3.0,2.0,1321 sqft,,Townhouse,2.0,,2024.0,R2811712,Residential,Yes,$908,05/09/2023,"$1,199,900",02/09/2023,"$1,199,900"
1290,1290,"207 - 645 Como Lake Ave, Coquitlam, BC",2.0,2.0,756 sqft,,Apartment/Condominium,1.0,,2023.0,R2810575,Residential,Yes,$859,05/09/2023,"$658,000",29/08/2023,"$649,800"
1291,1291,"2872 Japonica Pl, Coquitlam, BC",7.0,3.0,4766 sqft,,Single Family Residence,4.0,"$5,917",1993.0,R2810440,Residential,Yes,$522,05/09/2023,"$2,200,000",28/08/2023,"$2,490,000"
1292,1292,"1217 Lamerton Ave, Coquitlam, BC",8.0,6.0,5698 sqft,,Single Family Residence,0.0,"$8,864",2017.0,R2810610,Residential,Yes,$489,05/09/2023,"$2,920,000",27/08/2023,"$2,788,000"
1293,1293,"2401 - 602 Como Lake Ave, Coquitlam, BC",1.0,1.0,578 sqft,,Apartment/Condominium,1.0,"$1,755",2017.0,R2810807,Residential,Yes,"$1,003",05/09/2023,"$579,000",29/08/2023,"$579,800"
1294,1294,"302 - 518 Whiting Way, Coquitlam, BC",1.0,1.0,534 sqft,,Apartment/Condominium,1.0,"$1,586",2018.0,R2799187,Residential,Yes,"$1,076",05/09/2023,"$562,000",16/07/2023,"$575,000"
1295,1295,"707 - 1199 Eastwood St, Coquitlam, BC",2.0,2.0,1011 sqft,,Apartment/Condominium,1.0,"$1,795",1995.0,R2810691,Residential,Yes,$618,-,Not Sold Yet,16/06/2024,"$829,000"
1296,1296,"215 - 1200 Eastwood St, Coquitlam, BC",2.0,2.0,1330 sqft,,Apartment/Condominium,2.0,"$2,219",1995.0,R2810235,Residential,Yes,$563,04/09/2023,"$744,000",27/08/2023,"$749,900"
1297,1297,"148 - 2979 Panorama Dr, Coquitlam, BC",3.0,3.0,2475 sqft,,Townhouse,2.0,"$3,499",1994.0,R2808783,Residential,Yes,$525,03/09/2023,"$1,260,000",21/08/2023,"$1,299,900"
1298,1298,"204 - 2968 Silver Springs Blvd, Coquitlam, BC",1.0,1.0,758 sqft,,Apartment/Condominium,1.0,"$1,667",2005.0,R2805622,Residential,Yes,$777,03/09/2023,"$580,500",07/08/2023,"$589,000"
1299,1299,"3413 Victoria Dr, Coquitlam, BC",6.0,3.0,3284 sqft,,Single Family Residence,5.0,"$2,673",2023.0,R2788450,Residential,Yes,$593,03/09/2023,"$1,809,523",12/06/2023,"$1,949,000"
1300,1300,"408 - 3178 Dayanee Springs Blvd, Coquitlam, BC",2.0,2.0,818 sqft,,Apartment/Condominium,2.0,"$1,929",2013.0,R2797522,Residential,Yes,$793,03/09/2023,"$642,000",10/07/2023,"$649,000"
1301,1301,"2602 - 1155 The High St, Coquitlam, BC",2.0,2.0,899 sqft,,Apartment/Condominium,1.0,"$2,187",2012.0,R2798633,Residential,Yes,$844,03/09/2023,"$752,000",16/07/2023,"$759,000"
1302,1302,"25 - 2990 Panorama Dr, Coquitlam, BC",2.0,2.0,1986 sqft,,Townhouse,4.0,"$2,768",1992.0,R2810148,Residential,Yes,$553,03/09/2023,"$1,101,500",27/08/2023,"$1,100,000"
1303,1303,"709 - 3093 Windsor Gate, Coquitlam, BC",2.0,2.0,978 sqft,,Apartment/Condominium,1.0,"$2,249",2016.0,R2808030,Residential,Yes,$847,02/09/2023,"$792,000",17/08/2023,"$829,000"
1304,1304,"207 - 1151 Windsor Mews, Coquitlam, BC",2.0,2.0,1008 sqft,,Apartment/Condominium,1.0,"$2,317",2017.0,R2809828,Residential,Yes,$880,02/09/2023,"$856,500",24/08/2023,"$888,000"
1305,1305,"801 Crestwood Dr, Coquitlam, BC",3.0,2.0,2602 sqft,,Single Family Residence,6.0,"$4,500",1964.0,R2809522,Residential,Yes,$764,01/09/2023,"$1,900,000",23/08/2023,"$1,990,000"
1306,1306,"1901 - 1196 Pipeline Rd, Coquitlam, BC",3.0,2.0,1712 sqft,,Apartment/Condominium,2.0,"$3,101",1998.0,R2808882,Residential,Yes,$642,01/09/2023,"$1,070,000",20/08/2023,"$1,099,900"
1307,1307,"1001 - 2979 Glen Dr, Coquitlam, BC",2.0,2.0,1000 sqft,,Apartment/Condominium,2.0,"$2,180",2008.0,R2799482,Residential,Yes,$799,01/09/2023,"$790,000",16/07/2023,"$799,000"
1308,1308,"3283 Fortune Lane, Coquitlam, BC",7.0,4.0,4034 sqft,,Single Family Residence,4.0,"$4,147",2021.0,R2811329,Residential,Yes,$532,01/09/2023,"$2,170,000",31/08/2023,"$2,149,000"
1309,1309,"701 - 450 Westview St, Coquitlam, BC",1.0,1.0,632 sqft,,Townhouse,1.0,"$1,837",2021.0,R2806808,Residential,Yes,"$1,106",01/09/2023,"$681,000",13/08/2023,"$699,000"
1310,1310,"2909 - 1188 Pinetree Way, Coquitlam, BC",2.0,2.0,839 sqft,,Apartment/Condominium,1.0,"$2,288",2016.0,R2793869,Residential,Yes,$952,31/08/2023,"$779,000",29/06/2023,"$799,000"
1311,1311,"209 - 718 Edgar Ave, Coquitlam, BC",2.0,2.0,926 sqft,,Apartment/Condominium,2.0,,2023.0,R2801712,Residential,Yes,$863,31/08/2023,"$799,900",23/07/2023,"$799,900"
1312,1312,"860 Prospect St, Coquitlam, BC",4.0,3.0,2880 sqft,,Single Family Residence,4.0,"$5,710",1962.0,R2774221,Residential,No,$814,31/08/2023,"$2,175,000",30/04/2023,"$2,345,000"
1313,1313,"187 Warrick St, Coquitlam, BC",6.0,3.0,2943 sqft,,Single Family Residence,3.0,"$4,204",1988.0,R2801388,Residential,Yes,$577,29/08/2023,"$1,506,000",24/07/2023,"$1,699,000"
1314,1314,"216 - 741 Anskar Crt, Coquitlam, BC",1.0,1.0,601 sqft,,Apartment/Condominium,1.0,,2023.0,R2803470,Residential,Yes,$998,29/08/2023,"$590,000",31/07/2023,"$599,900"
1315,1315,"12 - 688 Edgar Ave, Coquitlam, BC",4.0,3.0,1825 sqft,,Townhouse,2.0,"$3,681",2008.0,R2808347,Residential,Yes,$656,28/08/2023,"$1,199,000",20/08/2023,"$1,199,000"
1316,1316,"77 - 1701 Parkway Blvd, Coquitlam, BC",5.0,3.0,3319 sqft,,Townhouse,4.0,"$4,481",2006.0,R2805909,Residential,Yes,$481,28/08/2023,"$1,590,000",09/08/2023,"$1,599,000"
1317,1317,"104 - 718 Edgar Ave, Coquitlam, BC",2.0,2.0,861 sqft,,Apartment/Condominium,2.0,"$48,215",2023.0,R2805788,Residential,Yes,$952,28/08/2023,"$819,900",08/08/2023,"$819,900"
1318,1318,"1430 Strawline Hill St, Coquitlam, BC",4.0,3.0,3362 sqft,,Single Family Residence,2.0,"$6,312",2017.0,R2793119,Residential,Yes,$593,28/08/2023,"$1,950,000",26/06/2023,"$1,997,000"
1319,1319,"107 - 708 Edgar Ave, Coquitlam, BC",2.0,2.0,926 sqft,,Apartment/Condominium,2.0,,9999.0,R2810371,Residential,Yes,$907,28/08/2023,"$839,900",27/08/2023,"$839,900"
1320,1320,"93 - 1369 Purcell Dr, Coquitlam, BC",4.0,3.0,2020 sqft,,Townhouse,2.0,"$3,636",2009.0,R2807798,Residential,Yes,$589,28/08/2023,"$1,350,000",16/08/2023,"$1,190,000"
1321,1321,"511 - 3050 Dayanee Springs Blvd, Coquitlam, BC",2.0,2.0,770 sqft,,Apartment/Condominium,1.0,"$1,740",2010.0,R2803103,Residential,Yes,$881,-,Not Sold Yet,30/04/2024,"$749,900"
1322,1322,"305 - 1045 Austin Ave, Coquitlam, BC",2.0,2.0,989 sqft,,Apartment/Condominium,1.0,$661,2023.0,R2808327,Residential,Yes,$897,28/08/2023,"$885,000",20/08/2023,"$888,000"
1323,1323,"1698 Eden Ave, Coquitlam, BC",8.0,5.0,5949 sqft,,Single Family Residence,7.0,"$7,673",2015.0,R2790347,Residential,Yes,$519,28/08/2023,"$2,905,000",19/06/2023,"$3,090,000"
1324,1324,"104 - 1189 Westwood St, Coquitlam, BC",2.0,2.0,1031 sqft,,Apartment/Condominium,1.0,"$1,974",1992.0,R2809194,Residential,Yes,$629,28/08/2023,"$660,000",22/08/2023,"$649,000"
1325,1325,"303 - 2973 Burlington Dr, Coquitlam, BC",2.0,1.0,1051 sqft,,Apartment/Condominium,1.0,"$1,420",1987.0,R2808675,Residential,Yes,$499,28/08/2023,"$525,000",22/08/2023,"$525,000"
1326,1326,"237 - 715 Ducklow St, Coquitlam, BC",3.0,2.0,1302 sqft,,Townhouse,2.0,,2024.0,R2810445,Residential,Yes,"$1,013",27/08/2023,"$1,319,900",26/08/2023,"$1,319,900"
1327,1327,"153 - 3529 Baycrest Ave, Coquitlam, BC",4.0,3.0,2077 sqft,,Townhouse,4.0,"$3,375",2023.0,R2787438,Residential,Yes,$721,27/08/2023,"$1,420,000",11/06/2023,"$1,499,000"
1328,1328,"101 - 2733 Atlin Pl, Coquitlam, BC",2.0,2.0,1198 sqft,,Apartment/Condominium,1.0,"$1,782",1988.0,R2808902,Residential,Yes,$542,27/08/2023,"$670,000",21/08/2023,"$650,000"
1329,1329,"210 - 717 Breslay St, Coquitlam, BC",1.0,1.0,614 sqft,,Apartment/Condominium,1.0,"$1,697",2019.0,R2806832,Residential,Yes,$960,27/08/2023,"$568,000",13/08/2023,"$589,900"
1330,1330,"14 - 1135 Lansdowne Dr, Coquitlam, BC",3.0,2.0,1655 sqft,,Townhouse,1.0,"$2,761",1989.0,R2808310,Residential,Yes,$574,27/08/2023,"$1,002,000",20/08/2023,"$950,000"
1331,1331,"1809 - 511 Rochester Ave, Coquitlam, BC",1.0,1.0,662 sqft,,Apartment/Condominium,1.0,"$1,612",2007.0,R2808582,Residential,Yes,$783,27/08/2023,"$512,000",20/08/2023,"$519,000"
1332,1332,"1106 - 567 Clarke Rd, Coquitlam, BC",1.0,1.0,541 sqft,,Apartment/Condominium,1.0,"$1,335",2022.0,R2801805,Residential,Yes,"$1,108",27/08/2023,"$600,000",25/07/2023,"$599,900"
1333,1333,"2101 - 555 Sydney Ave, Coquitlam, BC",2.0,2.0,761 sqft,,Apartment/Condominium,1.0,,2022.0,R2799560,Residential,Yes,"$1,106",26/08/2023,"$841,900",17/07/2023,"$841,900"
1334,1334,"1 - 3552 Victoria Dr, Coquitlam, BC",4.0,3.0,1791 sqft,,Townhouse,2.0,"$3,440",2020.0,R2809340,Residential,Yes,$741,26/08/2023,"$1,305,000",22/08/2023,"$1,328,000"
1335,1335,"618 - 741 Anskar Crt, Coquitlam, BC",2.0,2.0,721 sqft,,Apartment/Condominium,1.0,,2023.0,R2803301,Residential,Yes,$969,26/08/2023,"$712,000",31/07/2023,"$699,000"
1336,1336,"505 - 3156 Dayanee Springs Blvd, Coquitlam, BC",2.0,2.0,920 sqft,,Apartment/Condominium,2.0,"$2,095",2012.0,R2808292,Residential,Yes,$811,26/08/2023,"$743,000",20/08/2023,"$747,000"
1337,1337,"404 - 3050 Dayanee Springs Blvd, Coquitlam, BC",2.0,2.0,923 sqft,,Apartment/Condominium,2.0,"$1,952",2010.0,R2798007,Residential,Yes,$757,26/08/2023,"$720,000",12/07/2023,"$699,000"
1338,1338,"3002 - 1178 Heffley Cres, Coquitlam, BC",2.0,2.0,951 sqft,,Apartment/Condominium,1.0,"$2,069",2008.0,R2784942,Residential,Yes,$798,25/08/2023,"$756,000",04/06/2023,"$759,000"
1339,1339,"1310 Willow Way, Coquitlam, BC",7.0,7.0,6582 sqft,,Single Family Residence,8.0,"$11,564",2017.0,R2787060,Residential,Yes,$559,25/08/2023,"$3,450,000",06/06/2023,"$3,680,000"
1340,1340,"412 - 741 Anskar Crt, Coquitlam, BC",1.0,1.0,570 sqft,,Apartment/Condominium,1.0,,2023.0,R2809003,Residential,Yes,"$1,042",25/08/2023,"$580,000",21/08/2023,"$594,000"
1341,1341,"2533 Jasmine Crt, Coquitlam, BC",3.0,2.0,1944 sqft,,Single Family Residence,4.0,"$4,507",1986.0,R2784705,Residential,Yes,$884,25/08/2023,"$1,650,000",04/06/2023,"$1,720,000"
1342,1342,"3690 Victoria Dr, Coquitlam, BC",2.0,1.0,2172 sqft,,Single Family Residence,3.0,"$2,741",9999.0,R2808296,Residential,No,$402,24/08/2023,"$1,050,000",20/08/2023,"$875,000"
1343,1343,"101 - 3458 Promenade Burke Village, Coquitlam, BC",4.0,4.0,2879 sqft,,Townhouse,4.0,"$4,599",2013.0,R2792825,Residential,Yes,$586,24/08/2023,"$1,600,000",26/06/2023,"$1,688,000"
1344,1344,"1401 - 525 Foster Ave, Coquitlam, BC",1.0,1.0,595 sqft,,Apartment/Condominium,1.0,"$1,802",2020.0,R2805709,Residential,Yes,"$1,006",24/08/2023,"$618,000",08/08/2023,"$599,000"
1345,1345,"3007 - 567 Clarke Rd, Coquitlam, BC",2.0,2.0,852 sqft,,Apartment/Condominium,2.0,"$2,014",2021.0,R2796919,Residential,Yes,"$1,055",24/08/2023,"$885,000",10/07/2023,"$899,000"
1346,1346,"924 Regan Ave, Coquitlam, BC",6.0,5.0,3668 sqft,,Single Family Residence,6.0,"$5,429",1958.0,R2806904,Residential,Yes,$597,23/08/2023,"$2,045,924",13/08/2023,"$2,190,000"
1347,1347,"1690 Plateau Cres, Coquitlam, BC",4.0,3.0,3503 sqft,,Single Family Residence,2.0,"$3,900",1995.0,R2805447,Residential,Yes,$428,,,,
1348,1348,"404 - 525 Foster Ave, Coquitlam, BC",2.0,2.0,818 sqft,,Apartment/Condominium,0.0,"$2,412",2020.0,R2797381,Residential,Yes,$964,23/08/2023,"$786,500",11/07/2023,"$788,900"
1349,1349,"1420 Cornell Ave, Coquitlam, BC",8.0,5.0,6897 sqft,,Single Family Residence,4.0,"$8,691",2011.0,R2784025,Residential,Yes,$473,23/08/2023,"$3,005,000",30/05/2023,"$3,268,000"
1350,1350,"2302 - 555 Sydney Ave, Coquitlam, BC",2.0,2.0,837 sqft,,Apartment/Condominium,1.0,,2022.0,R2749106,Residential,Yes,"$1,071",22/08/2023,"$896,900",25/01/2023,"$896,900"
1351,1351,"118 - 617 Smith Ave, Coquitlam, BC",1.0,1.0,657 sqft,,Apartment/Condominium,0.0,"$1,789",2013.0,R2807676,Residential,Yes,$912,22/08/2023,"$605,000",15/08/2023,"$599,800"
1352,1352,"3407 Victoria Dr, Coquitlam, BC",4.0,3.0,2390 sqft,,Single Family Residence,6.0,,2023.0,R2793459,Residential,Yes,$748,22/08/2023,"$1,698,900",27/06/2023,"$1,788,000"
1353,1353,"508 - 599 Dansey Ave, Coquitlam, BC",1.0,1.0,409 sqft,,Apartment/Condominium,1.0,,2024.0,R2802424,Residential,Yes,"$1,124",21/08/2023,"$425,000",25/07/2023,"$460,000"
1354,1354,"1306 - 555 Sydney Ave, Coquitlam, BC",2.0,2.0,840 sqft,,Apartment/Condominium,1.0,,2022.0,R2790703,Residential,Yes,"$1,011",21/08/2023,"$840,000",19/06/2023,"$849,900"
1355,1355,"304 - 3178 Dayanee Springs Blvd, Coquitlam, BC",2.0,2.0,1035 sqft,,Apartment/Condominium,2.0,"$2,232",2012.0,R2806817,Residential,Yes,$758,21/08/2023,"$785,000",13/08/2023,"$785,000"
1356,1356,"409 - 735 Anskar Crt, Coquitlam, BC",2.0,2.0,814 sqft,,Apartment/Condominium,1.0,,2022.0,R2806167,Residential,Yes,$932,21/08/2023,"$753,500",10/08/2023,"$759,000"
1357,1357,"141 - 528 Foster Ave, Coquitlam, BC",3.0,2.0,1424 sqft,,Townhouse,3.0,"$3,659",2015.0,R2806868,Residential,Yes,$841,21/08/2023,"$1,215,000",13/08/2023,"$1,198,000"
1358,1358,"2703 - 3100 Windsor Gate, Coquitlam, BC",3.0,2.0,1597 sqft,,Apartment/Condominium,2.0,"$4,556",2018.0,R2799850,Residential,Yes,"$1,088",21/08/2023,"$1,685,000",17/07/2023,"$1,738,000"
1359,1359,"406 - 741 Anskar Crt, Coquitlam, BC",2.0,2.0,781 sqft,,Apartment/Condominium,1.0,,2023.0,R2802061,Residential,Yes,$947,21/08/2023,"$730,000",25/07/2023,"$739,900"
1360,1360,"2905 Kalamalka Dr, Coquitlam, BC",4.0,4.0,4197 sqft,,Single Family Residence,6.0,"$5,878",1989.0,R2798361,Residential,Yes,$543,20/08/2023,"$2,180,000",16/07/2023,"$2,280,000"
1361,1361,"2274 Park Cres, Coquitlam, BC",5.0,2.0,2560 sqft,,Single Family Residence,4.0,"$5,156",1970.0,R2796288,Residential,No,$722,20/08/2023,"$1,770,000",09/07/2023,"$1,849,000"
1362,1362,"3087 Robson Dr, Coquitlam, BC",5.0,3.0,3477 sqft,,Single Family Residence,6.0,"$4,860",1993.0,R2806393,Residential,Yes,$517,20/08/2023,"$1,902,000",12/08/2023,"$1,799,800"
1363,1363,"608 Linton St, Coquitlam, BC",7.0,6.0,5113 sqft,,Single Family Residence,2.0,"$6,864",2012.0,R2807483,Residential,Yes,$523,20/08/2023,"$2,677,000",15/08/2023,"$2,675,000"
1364,1364,"19 - 1170 Lansdowne Dr, Coquitlam, BC",3.0,1.0,1322 sqft,,Townhouse,1.0,"$2,287",1980.0,R2799990,Residential,No,$604,20/08/2023,"$815,000",17/07/2023,"$799,000"
1365,1365,"2110 - 652 Whiting Way, Coquitlam, BC",1.0,1.0,574 sqft,,Apartment/Condominium,1.0,"$1,802",2020.0,R2806834,Residential,Yes,"$1,024",20/08/2023,"$615,000",13/08/2023,"$588,000"
1366,1366,"902 - 1180 Pinetree Way, Coquitlam, BC",1.0,2.0,916 sqft,,Apartment/Condominium,1.0,,1992.0,R2808099,Residential,Yes,$654,20/08/2023,"$590,000",17/08/2023,"$599,880"
1367,1367,"1382 Lansdowne Dr, Coquitlam, BC",5.0,3.0,4306 sqft,,Single Family Residence,6.0,"$4,563",1980.0,R2804087,Residential,Yes,$394,,,,
1368,1368,,,,,,Apartment/Condominium,1.0,"$1,570",2020.0,R2806807,Residential,Yes,$963,,,,
1369,1369,"826 Cottonwood Ave, Coquitlam, BC",8.0,5.0,4864 sqft,,Single Family Residence,12.0,"$8,003",2008.0,R2797050,Residential,No,$616,,,,
1370,1370,,,,,,,,,,,Residential,No,$493,,,,
1371,1371,"1 - 1135 Lansdowne Dr, Coquitlam, BC",3.0,2.0,1635 sqft,,Townhouse,2.0,"$2,764",1989.0,R2807645,Residential,Yes,$556,20/08/2023,"$1,000,000",15/08/2023,"$910,000"
