mlsId,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice,lat,lon,addressDetails
R2889341,3,2,"250 Salter St, New Westminster, BC, Canada",1537.0,2,3528.0,634.0,2006,Townhouse,30/05/2024,974900.0,49.19205565,-122.92532102188271,"Paddlers Landing, 250, Salter Street, Port Royal, Queensborough, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 0B5, Canada"
R2889355,2,1,"668 Columbia St, New Westminster, BC, Canada",742.0,1,2297.0,943.0,2015,Condo,29/05/2024,699800.0,49.2021855,-122.9093703,"668, Columbia Street, Downtown, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1A8, Canada"
R2889098,2,2,"888 Carnarvon St, New Westminster, BC, Canada",1152.0,1,2974.0,641.0,2010,Condo,30/05/2024,739000.0,49.2012953,-122.9132298,"A&W, 888, Carnarvon Street, Downtown, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 0C6, Canada"
R2890052,2,2,"280 Ross Dr, New Westminster, BC, Canada",987.0,1,2992.0,759.0,2010,Condo,02/06/2024,749900.0,49.2152155,-122.90204593921442,"The Carlyle, 280, Ross Drive, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 1B1, Canada"
R2888669,2,1,"1045 Quayside Dr, New Westminster, BC, Canada",934.0,1,2366.0,749.0,1988,Condo,29/05/2024,699900.0,49.1991686,-122.91629235690505,"Quayside Tower 1, 1045, Quayside Drive, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1K4, Canada"
R2889051,1,1,"315 Knox St, New Westminster, BC, Canada",862.0,1,2246.0,724.0,2007,Condo,29/05/2024,624900.0,49.2284951,-122.8957503,"Knox Street, Sapperton, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 3X1, Canada"
R2890665,2,2,"2 Renaissance Sq, New Westminster, BC, Canada",1226.0,2,3140.0,691.0,1990,Condo,02/06/2024,848000.0,49.1990477,-122.92517227484794,"2, Renaissance Square, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 2A5, Canada"
R2886651,1,1,"723 12Th St, New Westminster, BC, Canada",702.0,1,896.0,783.0,1995,Condo,21/05/2024,549900.0,,,
R2886069,1,1,"802 Cherry St, New Westminster, BC, Canada",1718.0,4,5335.0,697.0,1949,SingleFamily,21/05/2024,1198000.0,49.2291575,-122.90135,"Cherry Street, Victory Heights, Massey Victory Heights, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 4M7, Canada"
R2885963,2,2,"285 Ross Dr, New Westminster, BC, Canada",1046.0,2,2856.0,745.0,2008,Condo,20/05/2024,779900.0,49.21572345,-122.90103976096403,"285, Ross Drive, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 1B1, Canada"
R2885442,2,2,"210 Salter St, New Westminster, BC, Canada",1223.0,2,3944.0,821.0,2017,Condo,20/05/2024,1005000.0,49.1791472,-122.9554474,"Salter Street, Queensborough, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 6E7, Canada"
